"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2010","133","PM2.5","Escondido","06-073-1002","AQS","27","41","9","33","133","42"
"01/02/2010","73","PM2.5","Escondido","06-073-1002","AQS","19","44","9","31","73","43"
"01/03/2010","68","PM2.5","Escondido","06-073-1002","AQS","24","44","11",".","68","47"
"01/04/2010","64","NO2","Otay Mesa","06-073-2007","AQS","28","43","13",".","57","64"
"01/05/2010","67","NO2","Otay Mesa","06-073-2007","AQS","22","42","16",".","55","67"
"01/06/2010","68","NO2","Otay Mesa","06-073-2007","AQS","25","40","20",".","59","68"
"01/07/2010","68","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","23","43","17",".","68","57"
"01/08/2010","72","NO2","Otay Mesa","06-073-2007","AQS","24","38","19","63","59","72"
"01/09/2010","61","PM2.5","Escondido","06-073-1002","AQS","22","39","10",".","61","43"
"01/10/2010","56","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","25","43","9",".","56","43"
"01/11/2010","54","NO2","Otay Mesa","06-073-2007","AQS","18","39","17",".","51","54"
"01/12/2010","60","NO2","Otay Mesa","06-073-2007","AQS","24","39","11","32","50","60"
"01/13/2010","67","PM2.5","Escondido","06-073-1002","AQS","24","31","6",".","67","50"
"01/14/2010","66","NO2","Otay Mesa","06-073-2007","AQS","23","41","7","55","56","66"
"01/15/2010","82","NO2","Otay Mesa","06-073-2007","AQS","24","41","10",".","53","82"
"01/16/2010","62","PM2.5","Escondido","06-073-1002","AQS","24","40","13","30","62","50"
"01/17/2010","63","PM2.5","El Cajon","06-073-0003","AQS","18","42","4",".","63","36"
"01/18/2010","44","PM2.5","Camp Pendleton","06-073-1008","AQS","10","36","10",".","44","35"
"01/19/2010","48","PM2.5","Escondido","06-073-1002","AQS","16","42","4",".","48","45"
"01/20/2010","43","NO2","Otay Mesa","06-073-2007","AQS","10","39","4","33","39","43"
"01/21/2010","46","Ozone","Chula Vista","06-073-0001","AQS","9","46","4",".","25","22"
"01/22/2010","45","Ozone","Chula Vista","06-073-0001","AQS","8","45","3",".","30","41"
"01/23/2010","63","PM2.5","Escondido","06-073-1002","AQS","14","42","3",".","63","33"
"01/24/2010","66","PM2.5","Escondido","06-073-1002","AQS","16","47","3",".","66","40"
"01/25/2010","69","PM2.5","Escondido","06-073-1002","AQS","19","39","3",".","69","36"
"01/26/2010","84","PM2.5","Escondido","06-073-1002","AQS","17","32","6","59","84","44"
"01/27/2010","51","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","13","38","9",".","51","49"
"01/28/2010","63","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","16","49","4",".","63","47"
"01/29/2010","75","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","15","46","9",".","75","46"
"01/30/2010","79","PM2.5","Escondido","06-073-1002","AQS","19","46","7",".","79","47"
"01/31/2010","72","PM2.5","Escondido","06-073-1002","AQS","14","45","3",".","72","38"
"02/01/2010","75","PM2.5","Escondido","06-073-1002","AQS","15","47","3","57","75","41"
"02/02/2010","83","PM2.5","Escondido","06-073-1002","AQS","11","45","6",".","83","47"
"02/03/2010","76","PM2.5","Escondido","06-073-1002","AQS","10","44","3",".","76","37"
"02/04/2010","59","PM2.5","Escondido","06-073-1002","AQS","9","44","9",".","59","43"
"02/05/2010","52","NO2","Otay Mesa","06-073-2007","AQS","10","42","7",".","43","52"
"02/06/2010","42","Ozone","Camp Pendleton","06-073-1008","AQS","6","42","4",".","20","23"
"02/07/2010","45","PM2.5","Escondido","06-073-1002","AQS","9","43","3","19","45","31"
"02/08/2010","44","PM2.5","Escondido","06-073-1002","AQS","15","41","7",".","44","38"
"02/09/2010","39","Ozone","Chula Vista","06-073-0001","AQS","15","39","10",".","33","39"
"02/10/2010","38","Ozone","Chula Vista","06-073-0001","AQS","10","38","3",".","36","37"
"02/11/2010","47","PM2.5","Escondido","06-073-1002","AQS",".","41","16",".","47","38"
"02/12/2010","61","PM2.5","Escondido","06-073-1002","AQS",".","44","11",".","61","46"
"02/13/2010","83","PM2.5","Camp Pendleton","06-073-1008","AQS","13","43","11","63","83","68"
"02/14/2010","64","PM2.5","Camp Pendleton","06-073-1008","AQS","15","45","11",".","64","51"
"02/15/2010","54","NO2","Escondido","06-073-1002","AQS","13","49","16",".","52","54"
"02/16/2010","87","NO2","Otay Mesa","06-073-2007","AQS","16","49","34",".","56","87"
"02/17/2010","65","NO2","Otay Mesa","06-073-2007","AQS","15","61","20",".","48","65"
"02/18/2010","74","Ozone","Camp Pendleton","06-073-1008","AQS","11","74","13",".","64","47"
"02/19/2010","53","PM2.5","Escondido","06-073-1002","AQS","8","47","7","47","53","49"
"02/20/2010","47","Ozone","Camp Pendleton","06-073-1008","AQS","3","47","3",".","26","39"
"02/21/2010","44","Ozone","Chula Vista","06-073-0001","AQS","5","44","3",".","29","33"
"02/22/2010","45","Ozone","Chula Vista","06-073-0001","AQS","8","45","1",".","25","42"
"02/23/2010","53","NO2","Otay Mesa","06-073-2007","AQS","11","40","4",".","52","53"
"02/24/2010","49","NO2","Otay Mesa","06-073-2007","AQS","13","48","10",".","34","49"
"02/25/2010","55","NO2","Otay Mesa","06-073-2007","AQS","9","41","3","34","38","55"
"02/26/2010","50","PM2.5","Escondido","06-073-1002","AQS","13","46","3",".","50","45"
"02/27/2010","44","Ozone","Chula Vista","06-073-0001","AQS","7","44","1",".","34","41"
"02/28/2010","50","Ozone","Chula Vista","06-073-0001","AQS","10","50","1",".","47","39"
"03/01/2010","44","Ozone","Chula Vista","06-073-0001","AQS","13","44","6",".","42","38"
"03/02/2010","43","Ozone","Chula Vista","06-073-0001","AQS","10","43","3",".","38","31"
"03/03/2010","44","Ozone","Chula Vista","06-073-0001","AQS","9","44","6","37","34","40"
"03/04/2010","50","Ozone","Chula Vista","06-073-0001","AQS","8","50","3",".","24","42"
"03/05/2010","51","Ozone","Chula Vista","06-073-0001","AQS","10","51","6",".","38","48"
"03/06/2010","44","Ozone","Chula Vista","06-073-0001","AQS","7","44","3",".","41","36"
"03/07/2010","44","Ozone","Chula Vista","06-073-0001","AQS","5","44","1",".","29","26"
"03/08/2010","51","NO2","Otay Mesa","06-073-2007","AQS","5","46","4",".","35","51"
"03/09/2010","45","Ozone","Chula Vista","06-073-0001","AQS","6","45","4","44","35","45"
"03/10/2010","50","NO2","Otay Mesa","06-073-2007","AQS","9","45","3",".","43","50"
"03/11/2010","67","NO2","Otay Mesa","06-073-2007","AQS","10","54","6",".","52","67"
"03/12/2010","58","Ozone","Alpine","06-073-1006","AQS","11","58","11",".","51","58"
"03/13/2010","49","Ozone","Alpine","06-073-1006","AQS","11","49","4",".","44","39"
"03/14/2010","50","Ozone","Camp Pendleton","06-073-1008","AQS","9","50","6",".","46","43"
"03/15/2010","54","PM10","Otay Mesa","06-073-2007","AQS","18","51","4","54","38","50"
"03/16/2010","69","NO2","Otay Mesa","06-073-2007","AQS","18","58","3",".","30","69"
"03/17/2010","81","NO2","Otay Mesa","06-073-2007","AQS","14","71","13","14","30","81"
"03/18/2010","84","Ozone","Alpine","06-073-1006","AQS","13","84","21",".","56","61"
"03/19/2010","66","PM2.5","Escondido","06-073-1002","AQS","8","50","3",".","66","42"
"03/20/2010","80","Ozone","Camp Pendleton","06-073-1008","AQS","14","80","6",".","58","46"
"03/21/2010","67","Ozone","Alpine","06-073-1006","AQS","9","67","4","51","64","41"
"03/22/2010","67","Ozone","Alpine","06-073-1006","AQS","13","67","11",".","62","51"
"03/23/2010","55","PM2.5","Escondido","06-073-1002","AQS","7","48","9",".","55","50"
