"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","36","Ozone","Westmorland","06-025-4003","AQS","13","36","3",".",".","35"
"01/02/2011","35","PM2.5","El Centro-9th Street","06-025-1003","AQS","15","34","1",".","35","25"
"01/03/2011","38","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","32","1","23","38","33"
"01/04/2011","38","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","35","1",".",".","38"
"01/05/2011","38","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","32","0",".",".","38"
"01/06/2011","36","NO2","Calexico-Ethel Street","06-025-0005","AQS","19","31","1",".","30","36"
"01/07/2011","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","6","31","3",".",".","37"
"01/08/2011","44","NO2","Calexico-Ethel Street","06-025-0005","AQS","3","34","4",".",".","44"
"01/09/2011","78","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","3","36","0","48","78","41"
"01/10/2011","32","Ozone","Westmorland","06-025-4003","AQS","6","32","1",".",".","29"
"01/11/2011","34","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","32","0",".",".","34"
"01/12/2011","38","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","31","0",".","38","37"
"01/13/2011","40","NO2","Calexico-Ethel Street","06-025-0005","AQS","19","30","1",".",".","40"
"01/14/2011","31","Ozone","Calexico-Ethel Street","06-025-0005","AQS","19","31","1",".",".","27"
"01/15/2011","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","35","1","43","62","40"
"01/16/2011","54","NO2","Calexico-Ethel Street","06-025-0005","AQS","22","30","4",".",".","54"
"01/17/2011","44","NO2","Calexico-Ethel Street","06-025-0005","AQS","23","26","3",".",".","44"
"01/18/2011","103","NO2","Calexico-Ethel Street","06-025-0005","AQS","53","28","4",".","82","103"
"01/19/2011","67","CO","Calexico-Ethel Street","06-025-0005","AQS","67","32","6",".","52","37"
"01/20/2011","39","Ozone","Niland-English Road","06-025-4004","AQS","13","39","0",".",".","36"
"01/21/2011","64","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","33","4","55","64","42"
"01/22/2011","45","NO2","Calexico-Ethel Street","06-025-0005","AQS","32","33","3",".",".","45"
"01/23/2011","37","Ozone","Niland-English Road","06-025-4004","AQS","11","37","1",".",".","36"
"01/24/2011","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","27","33","4",".","55","41"
"01/25/2011","44","NO2","Calexico-Ethel Street","06-025-0005","AQS","31","32","4",".",".","44"
"01/26/2011","35","Ozone","Westmorland","06-025-4003","AQS","17","35","0",".",".","27"
"01/27/2011","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","31","0","20","27","37"
"01/28/2011","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","30","29","6",".",".","46"
"01/29/2011","49","CO","Calexico-Ethel Street","06-025-0005","AQS","49","35","9","39",".","46"
"01/30/2011","48","PM2.5","El Centro-9th Street","06-025-1003","AQS","11","36","1",".","48","20"
"01/31/2011","36","Ozone","Westmorland","06-025-4003","AQS","7","36","1",".",".","16"
"02/01/2011","36","Ozone","Westmorland","06-025-4003","AQS","3","36",".",".",".","."
"02/02/2011","39","Ozone","Westmorland","06-025-4003","AQS","8","39","0","36","29","21"
"02/03/2011","44","NO2","Calexico-Ethel Street","06-025-0005","AQS","18","38","3",".",".","44"
"02/04/2011","54","NO2","Calexico-Ethel Street","06-025-0005","AQS","24","32","3",".",".","54"
"02/05/2011","164","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","34","11",".","164","68"
"02/06/2011","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","20","32","1",".",".","37"
"02/07/2011","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","17","32","3",".",".","42"
"02/08/2011","67","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","37","1","63","67","30"
"02/09/2011","35","Ozone","Westmorland","06-025-4003","AQS","9","35","0",".",".","35"
"02/10/2011","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","11","35","1","24",".","37"
"02/11/2011","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","11","36","0",".","32","42"
"02/12/2011","38","NO2","Calexico-Ethel Street","06-025-0005","AQS","10","36","0",".",".","38"
"02/13/2011","40","NO2","Calexico-Ethel Street","06-025-0005","AQS","19","35","3",".",".","40"
"02/14/2011","77","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","26","44","4","55","77","41"
"02/15/2011","40","Ozone","Westmorland","06-025-4003","AQS","10","40","0",".",".","21"
"02/16/2011","35","Ozone","Calexico-Ethel Street","06-025-0005","AQS","17","35","10",".",".","33"
"02/17/2011","61","PM2.5","El Centro-9th Street","06-025-1003","AQS","10","41","1",".","61","33"
"02/18/2011","38","Ozone","Niland-English Road","06-025-4004","AQS","13","38","1",".",".","30"
"02/19/2011","41","Ozone","Westmorland","06-025-4003","AQS","6","41","0",".",".","24"
"02/20/2011","40","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","40","0","9","31","27"
"02/21/2011","41","Ozone","Niland-English Road","06-025-4004","AQS","9","41","0",".",".","40"
"02/22/2011","40","Ozone","Niland-English Road","06-025-4004","AQS","9","40","1",".",".","40"
"02/23/2011","43","Ozone","Westmorland","06-025-4003","AQS","8","43","0",".","24","31"
"02/24/2011","44","Ozone","Westmorland","06-025-4003","AQS","9","44","3",".",".","36"
"02/25/2011","42","Ozone","Westmorland","06-025-4003","AQS","14","42","3",".",".","32"
"02/26/2011","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","7","37","0","25","33","17"
"02/27/2011","42","Ozone","Westmorland","06-025-4003","AQS","11","42","0",".",".","35"
"02/28/2011","42","Ozone","Westmorland","06-025-4003","AQS","14","42","0",".",".","41"
"03/01/2011","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","42","3",".","46","44"
"03/02/2011","54","NO2","Calexico-Ethel Street","06-025-0005","AQS","38","47","3",".",".","54"
"03/03/2011","38","Ozone","Westmorland","06-025-4003","AQS","10","38","0",".",".","19"
"03/04/2011","41","Ozone","El Centro-9th Street","06-025-1003","AQS","8","41","0","29","23","36"
"03/05/2011","44","Ozone","El Centro-9th Street","06-025-1003","AQS","13","44","1",".",".","42"
"03/06/2011","60","NO2","Calexico-Ethel Street","06-025-0005","AQS","22","49","4",".",".","60"
"03/07/2011","39","Ozone","Westmorland","06-025-4003","AQS","8","39","0",".","38","6"
"03/08/2011","45","Ozone","El Centro-9th Street","06-025-1003","AQS","9","45","0","21",".","37"
"03/09/2011","44","Ozone","El Centro-9th Street","06-025-1003","AQS","10","44","0",".",".","42"
"03/10/2011","50","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","42","1","36","50","48"
"03/11/2011","58","Ozone","El Centro-9th Street","06-025-1003","AQS","5","58","6",".",".","30"
"03/12/2011","67","Ozone","El Centro-9th Street","06-025-1003","AQS","10","67","6","20",".","30"
"03/13/2011","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","54","1",".","55","38"
"03/14/2011","58","Ozone","Calexico-Ethel Street","06-025-0005","AQS","15","58","1",".",".","37"
"03/15/2011","71","Ozone","El Centro-9th Street","06-025-1003","AQS","15","71","3",".",".","53"
"03/16/2011","58","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","45","6","47","58","57"
"03/17/2011","48","Ozone","El Centro-9th Street","06-025-1003","AQS","10","48","0",".",".","21"
"03/18/2011","54","Ozone","El Centro-9th Street","06-025-1003","AQS","9","54","1",".",".","25"
"03/19/2011","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","48","0",".","55","37"
"03/20/2011","45","Ozone","El Centro-9th Street","06-025-1003","AQS","10","45","4",".",".","16"
"03/21/2011","49","Ozone","Westmorland","06-025-4003","AQS","9","49","0",".",".","6"
"03/22/2011","47","Ozone","Westmorland","06-025-4003","AQS","13","47","0","23","42","37"
"03/23/2011","58","Ozone","Westmorland","06-025-4003","AQS","13","58","6",".",".","25"
"03/24/2011","46","Ozone","El Centro-9th Street","06-025-1003","AQS","9","46","0","19",".","10"
"03/25/2011","44","Ozone","El Centro-9th Street","06-025-1003","AQS","9","44","0",".","17","7"
"03/26/2011","46","Ozone","El Centro-9th Street","06-025-1003","AQS","7","46","0",".",".","14"
"03/27/2011","39","Ozone","Westmorland","06-025-4003","AQS","8","39","0",".",".","10"
"03/28/2011","49","Ozone","El Centro-9th Street","06-025-1003","AQS","14","49","4","30","45","32"
"03/29/2011","47","Ozone","El Centro-9th Street","06-025-1003","AQS","11","47","0",".",".","43"
"03/30/2011","37","Ozone","El Centro-9th Street","06-025-1003","AQS","10","37","0","22",".","25"
"03/31/2011","37","Ozone","El Centro-9th Street","06-025-1003","AQS","9","37","0","24","33","28"
