"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"03/13/2013","78","NO2","Pico Rivera #2","06-037-1602","AQS","15","64","4","31","64","78"
"03/14/2013","97","Ozone","Santa Clarita","06-037-6012","AQS","16","97","4","30","83","89"
"03/15/2013","132","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","84","1","36","132","55"
"03/16/2013","122","PM2.5","Burbank","06-037-1002","AQS","9","58","1","49","122","34"
"03/17/2013","97","PM2.5","Burbank","06-037-1002","AQS","7","80","1","43","97","23"
"03/18/2013","92","PM2.5","Burbank","06-037-1002","AQS","6","58","0","42","92","32"
"03/19/2013","108","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","49","3","48","108","40"
"03/20/2013","92","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","54","3","52","92","48"
"03/21/2013","64","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","49","3","32","64","38"
"03/22/2013","74","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","64","1","51","74","40"
"03/23/2013","87","Ozone","Santa Clarita","06-037-6012","AQS","7","87","0","40","79","33"
"03/24/2013","119","Ozone","Glendora","06-037-0016","AQS","8","119","3","40","100","45"
"03/25/2013","106","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","93","4","42","106","51"
"03/26/2013","106","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","101","1","49","106","40"
"03/27/2013","75","PM2.5","Burbank","06-037-1002","AQS","6","58","3","40","75","30"
"03/28/2013","85","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","44","6","34","85","37"
"03/29/2013","92","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","43","7","35","92","36"
"03/30/2013","73","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","51","6","26","73","31"
"03/31/2013","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","33","0","16","53","21"
"04/01/2013","48","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","41","1","18","48","25"
"04/02/2013","65","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","49","4","26","65","33"
"04/03/2013","86","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","74","7","41","86","34"
"04/04/2013","93","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","47","0","40","93","28"
"04/05/2013","62","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","44","3","25","62","26"
"04/06/2013","65","PM2.5","Burbank","06-037-1002","AQS","7","50","0","31","65","27"
"04/07/2013","67","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","50","0","29","67","28"
"04/08/2013","51","PM2.5","Long Beach (South)","06-037-4004","AQS","6","48","3","50","51","20"
"04/09/2013","54","Ozone","Santa Clarita","06-037-6012","AQS","7","54","6","32","48","40"
"04/10/2013","64","Ozone","Santa Clarita","06-037-6012","AQS","11","64","3","45","55","50"
"04/11/2013","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","13","90","1","30","64","40"
"04/12/2013","79","PM2.5","Burbank","06-037-1002","AQS","7","74","1","42","79","30"
"04/13/2013","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","87","0","44","86","23"
"04/14/2013","51","PM2.5","Burbank","06-037-1002","AQS","3","49","6","33","51","12"
"04/15/2013","54","PM2.5","Burbank","06-037-1002","AQS","5","48","0","21","54","25"
"04/16/2013","46","Ozone","Santa Clarita","06-037-6012","AQS","6","46","1","40","45","28"
"04/17/2013","50","Ozone","Santa Clarita","06-037-6012","AQS","7","50","1","24","27","42"
"04/18/2013","58","Ozone","Santa Clarita","06-037-6012","AQS","13","58","3","38","41","50"
"04/19/2013","80","Ozone","Reseda","06-037-1201","AQS","14","80","6","32","50","50"
"04/20/2013","105","Ozone","Glendora","06-037-0016","AQS","8","105","4","36","72","44"
"04/21/2013","154","Ozone","Santa Clarita","06-037-6012","AQS","8","154","4","35","79","35"
"04/22/2013","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","122","3","42","87","30"
"04/23/2013","74","Ozone","Santa Clarita","06-037-6012","AQS","5","74","3","44","72","30"
"04/24/2013","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","87","1","41","73","25"
"04/25/2013","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","74","4","29","55","27"
"04/26/2013","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","93","3","28","58","36"
"04/27/2013","112","Ozone","Santa Clarita","06-037-6012","AQS","9","112","6","38","73","36"
"04/28/2013","169","Ozone","Santa Clarita","06-037-6012","AQS","7","169","0","48","89","28"
"04/29/2013","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","133","1","51","83","30"
"04/30/2013","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","93","0","38","69","22"
"05/01/2013","93","Ozone","Santa Clarita","06-037-6012","AQS","5","93","0","31","63","29"
"05/02/2013","115","Ozone","Glendora","06-037-0016","AQS","10","115","1","57","63","63"
"05/03/2013","169","Ozone","Santa Clarita","06-037-6012","AQS","11","169","6","31","75","62"
"05/04/2013","156","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","156","0","44","76","55"
"05/05/2013","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","67","6","31","63","14"
"05/06/2013","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","5","46","0","15","53","26"
"05/07/2013","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","49","0","19","53","27"
"05/08/2013","58","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","58","1","27","55","28"
"05/09/2013","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","67","1","31","64","31"
"05/10/2013","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","84","1","36","80","33"
"05/11/2013","140","Ozone","Glendora","06-037-0016","AQS","9","140","0","44","95","40"
"05/12/2013","172","Ozone","Glendora","06-037-0016","AQS","10","172","1","25","87","50"
"05/13/2013","147","Ozone","Glendora","06-037-0016","AQS","13","147","3","28","73","79"
"05/14/2013","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","100","1","35","66","35"
"05/15/2013","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","87","0","46","73","25"
"05/16/2013","76","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","5","71","4","43","76","23"
"05/17/2013","67","Ozone","Santa Clarita","06-037-6012","AQS","5","67","1","39","62","24"
"05/18/2013","97","Ozone","Santa Clarita","06-037-6012","AQS","5","97","0","32","56","25"
"05/19/2013","115","Ozone","Santa Clarita","06-037-6012","AQS","7","115","1","35","60","27"
"05/20/2013","112","Ozone","Santa Clarita","06-037-6012","AQS","7","112","1","44","65","43"
"05/21/2013","161","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","161","1","52","80","34"
"05/22/2013","97","Ozone","Santa Clarita","06-037-6012","AQS","5","97","1","46","82","17"
"05/23/2013","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","87","0","43","72","30"
"05/24/2013","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","119","0","44","76","32"
"05/25/2013","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","105","1","40","70","22"
"05/26/2013","84","Ozone","Santa Clarita","06-037-6012","AQS","6","84","0","34","67","21"
"05/27/2013","71","Ozone","Santa Clarita","06-037-6012","AQS","6","71","3","32","58","20"
"05/28/2013","59","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","5","54","3","32","59","24"
"05/29/2013","77","Ozone","Santa Clarita","06-037-6012","AQS","5","77","3","33","62","28"
"05/30/2013","126","Ozone","Santa Clarita","06-037-6012","AQS","6","126","1","42","76","25"
"05/31/2013","112","Ozone","Santa Clarita","06-037-6012","AQS","5","112","4","51","82","33"
"06/01/2013","187","Ozone","Glendora","06-037-0016","AQS","7","187","3","54","98","28"
"06/02/2013","150","Ozone","Lancaster-Division Street","06-037-9033","AQS","14","150","0","73","82","14"
"06/03/2013","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","93","0","44","64","26"
"06/04/2013","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","101","1","33","59","24"
"06/05/2013","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","143","0","35","62","28"
"06/06/2013","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","100","4","40","70","36"
"06/07/2013","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","119","1","43","75","41"
"06/08/2013","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","136","0","35","79","20"
"06/09/2013","122","Ozone","Santa Clarita","06-037-6012","AQS","5","122","0","29","69","15"
"06/10/2013","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","71","1","27","53","25"
"06/11/2013","112","Ozone","Santa Clarita","06-037-6012","AQS","6","112","1","29","50","36"
"06/12/2013","93","Ozone","Santa Clarita","06-037-6012","AQS","5","93","6","37","68","37"
"06/13/2013","119","Ozone","Santa Clarita","06-037-6012","AQS","6","119","3","39","74","29"
"06/14/2013","161","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","161","0","40","70","28"
"06/15/2013","150","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","150","3","43","73","23"
"06/16/2013","140","Ozone","Glendora","06-037-0016","AQS","5","140","3","42","72","24"
"06/17/2013","119","Ozone","Glendora","06-037-0016","AQS","7","119","3","44","77","28"
"06/18/2013","100","Ozone","Glendora","06-037-0016","AQS","7","100","1","43","70","29"
"06/19/2013","64","Ozone","Santa Clarita","06-037-6012","AQS","5","64","1","54","58","34"
"06/20/2013","101","Ozone","Santa Clarita","06-037-6012","AQS","7","101","6","42","66","40"
"06/21/2013","126","Ozone","Santa Clarita","06-037-6012","AQS","6","126","3","44","69","38"
"06/22/2013","140","Ozone","Santa Clarita","06-037-6012","AQS","5","140","0","44","68","34"
"06/23/2013","90","Ozone","Santa Clarita","06-037-6012","AQS","5","90","3","40","68","14"
"06/24/2013","54","PM2.5","Burbank","06-037-1002","AQS","5","45","1","31","54","21"
"06/25/2013","61","Ozone","Santa Clarita","06-037-6012","AQS","6","61","1","31","56","26"
"06/26/2013","143","Ozone","Santa Clarita","06-037-6012","AQS","7","143","3","35","56","36"
"06/27/2013","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","67","1","44","65","39"
"06/28/2013","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","154","7","32","69","49"
"06/29/2013","197","Ozone","Santa Clarita","06-037-6012","AQS","11","197","6","35","67","39"
"06/30/2013","190","Ozone","Santa Clarita","06-037-6012","AQS","8","190","3","35","74","39"
"07/01/2013","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","90","4","38","72","45"
"07/02/2013","100","Ozone","Santa Clarita","06-037-6012","AQS","9","100","3","39","77","38"
"07/03/2013","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","129","6","35","61","32"
"07/04/2013","129","Ozone","Santa Clarita","06-037-6012","AQS","7","129","3","50","92","26"
"07/05/2013","163","PM2.5","Glendora","06-037-0016","AQS","6","108","1","73","163","22"
"07/06/2013","119","Ozone","Santa Clarita","06-037-6012","AQS","6","119","1","30","66","19"
"07/07/2013","150","Ozone","Glendora","06-037-0016","AQS","6","150","9","38","76","22"
"07/08/2013","129","Ozone","Glendora","06-037-0016","AQS","9","129","14","43","68","37"
"07/09/2013","166","Ozone","Santa Clarita","06-037-6012","AQS","9","166","30","52","74","54"
"07/10/2013","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","80","1","40","71","38"
"07/11/2013","74","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","49","1","39","74","36"
"07/12/2013","77","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","6","77","4","35","77","31"
"07/13/2013","115","Ozone","Glendora","06-037-0016","AQS","7","115","4","37","85","28"
"07/14/2013","166","Ozone","Santa Clarita","06-037-6012","AQS","6","166","14","38","74","28"
"07/15/2013","74","Ozone","Pomona","06-037-1701","AQS","6","74","1","44","67","28"
"07/16/2013","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","101","1","28","54","37"
"07/17/2013","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","119","4","27","51","45"
"07/18/2013","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","169","3","34","63","43"
"07/19/2013","169","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","169","7","49","74","39"
"07/20/2013","150","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","150","1","45","81","26"
"07/21/2013","75","PM2.5","Burbank","06-037-1002","AQS","6","71","1","33","75","27"
"07/22/2013","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","90","4","35","75","30"
"07/23/2013","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","108","3","31","53","26"
"07/24/2013","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","108","3","29","53","27"
"07/25/2013","136","Ozone","Santa Clarita","06-037-6012","AQS","6","136","9","36","57","26"
"07/26/2013","119","Ozone","Santa Clarita","06-037-6012","AQS","7","119","3","41","68","37"
"07/27/2013","161","Ozone","Santa Clarita","06-037-6012","AQS","7","161","4","40","61","33"
"07/28/2013","93","Ozone","Santa Clarita","06-037-6012","AQS","6","93","3","31","69","16"
"07/29/2013","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","77","1","30","67","25"
"07/30/2013","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","71","0","30","58","28"
"07/31/2013","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","105","1","33","66","24"
"08/01/2013","93","Ozone","Santa Clarita","06-037-6012","AQS","6","93","1","37","71","34"
"08/02/2013","150","Ozone","Santa Clarita","06-037-6012","AQS","6","150","3","40","75","35"
"08/03/2013","140","Ozone","Santa Clarita","06-037-6012","AQS","6","140","1","43","82","21"
"08/04/2013","136","Ozone","Glendora","06-037-0016","AQS","6","136","1","36","76","24"
"08/05/2013","87","Ozone","Santa Clarita","06-037-6012","AQS","7","87","1","34","76","34"
"08/06/2013","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","71","0","67","70","31"
"08/07/2013","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","74","3","39","67","33"
"08/08/2013","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","67","3","38","52","36"
"08/09/2013","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","77","3","28","61","31"
"08/10/2013","101","Ozone","Santa Clarita","06-037-6012","AQS","6","101","1","31","70","23"
"08/11/2013","115","Ozone","Santa Clarita","06-037-6012","AQS","6","115","3","31","67","28"
"08/12/2013","151","Ozone","Santa Clarita","06-037-6012","AQS","8","151","4","38","70","30"
"08/13/2013","169","Ozone","Santa Clarita","06-037-6012","AQS","6","169","1","44","87","38"
"08/14/2013","166","Ozone","Reseda","06-037-1201","AQS","8","166","6","51","103","37"
"08/15/2013","172","Ozone","Santa Clarita","06-037-6012","AQS","8","172","10","47","95","38"
"08/16/2013","172","Ozone","Santa Clarita","06-037-6012","AQS","11","172","4","37","92","40"
"08/17/2013","100","Ozone","Glendora","06-037-0016","AQS","8","100","7","31","75","42"
"08/18/2013","129","Ozone","Santa Clarita","06-037-6012","AQS","7","129","10","57","76","29"
"08/19/2013","100","Ozone","Santa Clarita","06-037-6012","AQS","6","100","4","43","78","30"
"08/20/2013","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","105","1","45","71","32"
"08/21/2013","80","Ozone","Santa Clarita","06-037-6012","AQS","9","80","7","32","58","42"
"08/22/2013","71","Ozone","Santa Clarita","06-037-6012","AQS","8","71","7","27","49","46"
"08/23/2013","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","97","10","28","60","43"
"08/24/2013","108","Ozone","Glendora","06-037-0016","AQS","8","108","6","31","69","39"
"08/25/2013","133","Ozone","Pomona","06-037-1701","AQS","9","133","6","35","80","45"
"08/26/2013","58","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","51","10","40","58","50"
"08/27/2013","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","74","9","35","58","49"
"08/28/2013","67","Ozone","Glendora","06-037-0016","AQS","11","67","10","31","60","43"
"08/29/2013","77","Ozone","Pomona","06-037-1701","AQS","13","77","11","28","57","47"
"08/30/2013","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","105","3","28","56","45"
"08/31/2013","56","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","9","41","9","21","56","45"
"09/01/2013","47","PM2.5","Burbank","06-037-1002","AQS","7","38","3","15","47","27"
"09/02/2013","54","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","50","6","19","54","19"
"09/03/2013","57","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","48","10","22","57","37"
"09/04/2013","58","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","58","13","32","58","55"
"09/05/2013","93","Ozone","Pomona","06-037-1701","AQS","15","93","9","51","70","67"
"09/06/2013","67","Ozone","Pomona","06-037-1701","AQS","11","67","17","39","64","61"
"09/07/2013","112","Ozone","Pomona","06-037-1701","AQS","11","112","11","34","64","48"
"09/08/2013","119","Ozone","Pomona","06-037-1701","AQS","15","119","11","30","65","34"
"09/09/2013","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","84","6","36","59","38"
"09/10/2013","69","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","7","64","3","35","69","32"
"09/11/2013","60","PM2.5","Glendora","06-037-0016","AQS","7","48","3","37","60","31"
"09/12/2013","84","Ozone","Santa Clarita","06-037-6012","AQS","10","84","11","28","63","40"
"09/13/2013","119","Ozone","Santa Clarita","06-037-6012","AQS","13","119","9","51","62","52"
"09/14/2013","166","Ozone","Santa Clarita","06-037-6012","AQS","14","166","4","34","70","51"
"09/15/2013","159","Ozone","Reseda","06-037-1201","AQS","9","159","10","32","71","39"
"09/16/2013","97","Ozone","Reseda","06-037-1201","AQS","13","97","3","38","71","45"
"09/17/2013","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","87","1","43","83","34"
"09/18/2013","93","Ozone","Santa Clarita","06-037-6012","AQS","6","93","3","42","76","37"
"09/19/2013","105","Ozone","Santa Clarita","06-037-6012","AQS","9","105","9","46","84","40"
"09/20/2013","154","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","154","3","49","84","27"
"09/21/2013","84","Ozone","Glendora","06-037-0016","AQS","6","84","3","40","63","22"
"09/22/2013","51","Ozone","Pomona","06-037-1701","AQS","7","51","1","27","38","34"
"09/23/2013","80","Ozone","Glendora","06-037-0016","AQS","15","80","4","31","50","49"
"09/24/2013","87","Ozone","Reseda","06-037-1201","AQS","14","87","6","32","54","65"
"09/25/2013","58","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","58","1","37","57","39"
"09/26/2013","49","PM2.5","Long Beach (South)","06-037-4004","AQS","7","43","4","39","49","33"
"09/27/2013","52","PM2.5","Long Beach (South)","06-037-4004","AQS","11","45","4","37","52","47"
"09/28/2013","67","Ozone","Burbank","06-037-1002","AQS","17","67","6","31","52","47"
"09/29/2013","105","Ozone","Reseda","06-037-1201","AQS","15","105","10","30","54","48"
"09/30/2013","69","PM2.5","Long Beach (South)","06-037-4004","AQS","14","64","9","34","69","49"
"10/01/2013","93","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","93","1","36","63","42"
"10/02/2013","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","74","3","36","63","29"
"10/03/2013","69","PM10","Lancaster-Division Street","06-037-9033","AQS","7","64","1","69","67","33"
"10/04/2013","74","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","67","6","57","74","49"
"10/05/2013","67","Ozone","Burbank","06-037-1002","AQS","19","67","10","26","43","58"
"10/06/2013","90","Ozone","Burbank","06-037-1002","AQS","17","90","6","18","46","55"
"10/07/2013","80","Ozone","Lancaster-Division Street","06-037-9033","AQS","20","80","11","43","61","57"
"10/08/2013","68","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","46","1","31","68","37"
"10/09/2013","48","PM2.5","Burbank","06-037-1002","AQS","6","40","1","20","48","28"
"10/10/2013","59","PM2.5","Burbank","06-037-1002","AQS","9","43","3","25","59","35"
"10/11/2013","67","PM2.5","Burbank","06-037-1002","AQS","14","50","3","32","67","42"
