"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"02/12/2016","90","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","40","80","14","51","90","73"
"02/13/2016","113","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","77","3","33","113","64"
"02/14/2016","95","PM2.5","Long Beach (South)","06-037-4004","AQS","18","58","7","17","95","67"
"02/15/2016","80","NO2","LAX Hastings","06-037-5005","AQS","36","49","13","22","78","80"
"02/16/2016","63","NO2","Long Beach-Route 710 Near Road","06-037-4008","AQS","17","58","7","19","60","63"
"02/17/2016","55","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","40","3","25","55","49"
"02/18/2016","44","Ozone","Reseda","06-037-1201","AQS","8","44","1","24","37","39"
"02/19/2016","55","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","43","3","21","55","42"
"02/20/2016","60","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","19","45","4","24","60","36"
"02/21/2016","74","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","23","61","4","26","74","42"
"02/22/2016","69","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","18","50","7","19","69","60"
"02/23/2016","67","NO2","Long Beach-Route 710 Near Road","06-037-4008","AQS","24","44","6","20","66","67"
"02/24/2016","55","NO2","Pico Rivera #2","06-037-1602","AQS","15","49","4","41","43","55"
"02/25/2016","67","Ozone","Reseda","06-037-1201","AQS","17","67","3","23","61","64"
"02/26/2016","70","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","24","58","10","28","70","61"
"02/27/2016","90","Ozone","Glendora","06-037-0016","AQS","14","90","4","34","84","48"
"02/28/2016","115","Ozone","Glendora","06-037-0016","AQS","16","115","4","38","101","35"
"02/29/2016","109","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","10","84","4","39","109","51"
"03/01/2016","134","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","90","3","52","134","58"
"03/02/2016","124","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","74","7","44","124","55"
"03/03/2016","86","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","13","49","6","48","86","42"
"03/04/2016","85","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","47","3","42","85","39"
"03/05/2016","63","PM2.5","Glendora","06-037-0016","AQS","9","36","3","33","63","28"
"03/06/2016","45","PM2.5","Reseda","06-037-1201","AQS","7","45","1","15","45","24"
"03/07/2016","44","Ozone","LAX Hastings","06-037-5005","AQS","7","44","1","25","33","36"
"03/08/2016","44","Ozone","Reseda","06-037-1201","AQS","13","44","4","10","43","40"
"03/09/2016","53","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","43","4","21","53","48"
"03/10/2016","62","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","17","38","3","21","62","45"
"03/11/2016","45","PM2.5","Reseda","06-037-1201","AQS","10","43","3","19","45","29"
"03/12/2016","50","PM2.5","Reseda","06-037-1201","AQS","10","42","1","16","50","29"
"03/13/2016","54","PM2.5","Reseda","06-037-1201","AQS","10","43","1","19","54","26"
"03/14/2016","43","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","43","3","17","40","36"
"03/15/2016","54","PM2.5","Reseda","06-037-1201","AQS","15","46","3","25","54","42"
"03/16/2016","77","Ozone","LAX Hastings","06-037-5005","AQS","20","77","7","23","57","66"
"03/17/2016","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","16","100","6","29","67","45"
"03/18/2016","87","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","77","3","42","87","33"
"03/19/2016","101","Ozone","Santa Clarita","06-037-6012","AQS","8","101","1","46","97","27"
"03/20/2016","113","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","11","97","3","46","113","25"
"03/21/2016","81","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","8","44","3","30","81","29"
"03/22/2016","56","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","11","46","3","24","56","38"
"03/23/2016","51","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","17","44","1","18","51","48"
"03/24/2016","61","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","18","47","4","18","61","54"
"03/25/2016","58","Ozone","Pomona","06-037-1701","AQS","15","58","4","33","53","42"
"03/26/2016","87","Ozone","Azusa","06-037-0002","AQS","9","87","3","28","75","30"
"03/27/2016","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","108","1","39","80","22"
"03/28/2016","59","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","7","45","1","27","59","33"
"03/29/2016","45","PM2.5","Reseda","06-037-1201","AQS","11","43","1","14","45","42"
"03/30/2016","52","PM2.5","Reseda","06-037-1201","AQS","9","45","1","18","52","36"
"03/31/2016","50","PM2.5","Los Angeles-North Main Street","06-037-1103","AQS","14","46","6","35","50","42"
"04/01/2016","64","PM2.5","Reseda","06-037-1201","AQS","10","48","3","30","64","37"
"04/02/2016","101","Ozone","Azusa","06-037-0002","AQS","10","101","4","32","71","37"
"04/03/2016","87","Ozone","Azusa","06-037-0002","AQS","9","87","6","19","63","35"
"04/04/2016","64","Ozone","Reseda","06-037-1201","AQS","10","64","6","22","57","46"
"04/05/2016","105","Ozone","Glendora","06-037-0016","AQS","10","105","13","27","62","47"
"04/06/2016","74","Ozone","Reseda","06-037-1201","AQS","14","74","7","52","64","55"
"04/07/2016","67","PM2.5","Reseda","06-037-1201","AQS","10","47","0","38","67","45"
"04/08/2016","67","PM2.5","Glendora","06-037-0016","AQS","8","38","1","37","67","31"
"04/09/2016","54","PM2.5","Reseda","06-037-1201","AQS","9","33","1","12","54","25"
"04/10/2016","49","PM2.5","Reseda","06-037-1201","AQS","9","41","4","15","49","26"
"04/11/2016","54","PM2.5","Reseda","06-037-1201","AQS","10","45","3","15","54","33"
"04/12/2016","54","PM2.5","Reseda","06-037-1201","AQS","11","51","4","23","54","29"
"04/13/2016","59","PM2.5","Reseda","06-037-1201","AQS","7","48","0","27","59","31"
"04/14/2016","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","71","19","44","63","34"
"04/15/2016","55","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","9","50","1","36","55","41"
"04/16/2016","61","Ozone","Azusa","06-037-0002","AQS","18","61","7","21","57","44"
"04/17/2016","97","Ozone","Azusa","06-037-0002","AQS","17","97","3","19","55","40"
"04/18/2016","108","Ozone","Santa Clarita","06-037-6012","AQS","18","108","3","29","59","55"
"04/19/2016","115","Ozone","LAX Hastings","06-037-5005","AQS","18","115","4","23","63","60"
"04/20/2016","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","15","108","9","19","64","64"
"04/21/2016","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","112","4","31","45","47"
"04/22/2016","50","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","50","3","31","42","31"
"04/23/2016","67","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","67","3","23","41","30"
"04/24/2016","77","Ozone","Azusa","06-037-0002","AQS","7","77","3","28","53","25"
"04/25/2016","64","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","6","50","1","47","64","43"
"04/26/2016","64","Ozone","West Los Angeles","06-037-0113","AQS","8","64","1","30","54","38"
"04/27/2016","65","PM2.5","Reseda","06-037-1201","AQS","9","64","1","31","65","33"
"04/28/2016","54","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","6","50","0","28","54","30"
"04/29/2016","58","PM2.5","Reseda","06-037-1201","AQS","7","58","1","29","58","28"
"04/30/2016","55","PM2.5","Reseda","06-037-1201","AQS","6","51","1","23","55","19"
"05/01/2016","80","Ozone","Santa Clarita","06-037-6012","AQS","7","80","0","29","64","21"
"05/02/2016","67","Ozone","Santa Clarita","06-037-6012","AQS","8","67","1","39","66","39"
"05/03/2016","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","84","4","38","67","40"
"05/04/2016","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","77","0","39","67","48"
"05/05/2016","42","PM2.5","Glendora","06-037-0016","AQS","6","41","1","19","42","32"
"05/06/2016","44","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","44","0","11","35","29"
"05/07/2016","46","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","46","1","13","38","25"
"05/08/2016","44","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","44","0","13","34","24"
"05/09/2016","50","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","50","1","20","49","37"
"05/10/2016","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","77","1","25","58","33"
"05/11/2016","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","101","1","35","65","40"
"05/12/2016","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","105","4","71","69","34"
"05/13/2016","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","115","7","38","87","36"
"05/14/2016","77","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","77","1","29","76","15"
"05/15/2016","52","PM2.5","Reseda","06-037-1201","AQS","5","45","1","19","52","15"
"05/16/2016","59","PM2.5","Reseda","06-037-1201","AQS","5","49","3","25","59","27"
"05/17/2016","64","Ozone","Santa Clarita","06-037-6012","AQS","5","64","1","34","57","37"
"05/18/2016","63","PM2.5","Reseda","06-037-1201","AQS","6","58","1","36","63","44"
"05/19/2016","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","74","1","38","73","23"
"05/20/2016","54","PM2.5","Reseda","06-037-1201","AQS","5","54","0","34","54","22"
"05/21/2016","48","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","48","1","18","41","24"
"05/22/2016","48","Ozone","Glendora","06-037-0016","AQS","6","48","3","19","43","21"
"05/23/2016","49","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","49","3","21","40","28"
"05/24/2016","47","PM2.5","Reseda","06-037-1201","AQS","6","44","3","23","47","28"
"05/25/2016","42","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","42","0","18","38","26"
"05/26/2016","53","PM2.5","Reseda","06-037-1201","AQS","7","46","1","22","53","33"
"05/27/2016","87","Ozone","Santa Clarita","06-037-6012","AQS","6","87","3","34","58","29"
"05/28/2016","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","108","1","38","74","23"
"05/29/2016","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","90","1","29","56","13"
"05/30/2016","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","101","1","26","56","15"
"05/31/2016","100","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","100","0","35","79","26"
"06/01/2016","100","Ozone","Santa Clarita","06-037-6012","AQS","6","100","3","40","82","34"
"06/02/2016","190","Ozone","Santa Clarita","06-037-6012","AQS","7","190","3","42","88","43"
"06/03/2016","166","Ozone","Santa Clarita","06-037-6012","AQS","7","166","11","47","103","46"
"06/04/2016","209","Ozone","Glendora","06-037-0016","AQS","8","209","6","38","92","36"
"06/05/2016","140","Ozone","Santa Clarita","06-037-6012","AQS","6","140","3","31","64","24"
"06/06/2016","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","108","3","30","68","25"
"06/07/2016","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","84","3","31","68","33"
"06/08/2016","164","Ozone","Santa Clarita","06-037-6012","AQS","5","164","4","38","75","30"
"06/09/2016","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","133","4","43","79","30"
"06/10/2016","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","105","3","38","71","20"
"06/11/2016","54","PM2.5","Lancaster-Division Street","06-037-9033","AQS","9","50","0","29","54","16"
"06/12/2016","49","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","49","1","17","43","14"
"06/13/2016","61","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","61","0","25","44","31"
"06/14/2016","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","97","0","37","92","26"
"06/15/2016","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","71","1","34","62","26"
"06/16/2016","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","97","1","36","74","35"
"06/17/2016","169","Ozone","Santa Clarita","06-037-6012","AQS","10","169","10","55","99","53"
"06/18/2016","119","Ozone","Azusa","06-037-0002","AQS","9","119","9","29","74","42"
"06/19/2016","143","Ozone","Glendora","06-037-0016","AQS","9","143","4","20","59","44"
"06/20/2016","126","Ozone","Glendora","06-037-0016","AQS","14","126","11","30","78","80"
"06/21/2016","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","126","4","49","80","30"
"06/22/2016","119","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","119","16","47","71","29"
"06/23/2016","151","Ozone","Santa Clarita","06-037-6012","AQS","6","151","7","48","84","30"
"06/24/2016","122","Ozone","Santa Clarita","06-037-6012","AQS","6","122","4","47","83","24"
"06/25/2016","187","Ozone","Santa Clarita","06-037-6012","AQS","6","187","6","46","90","21"
"06/26/2016","195","Ozone","Glendora","06-037-0016","AQS","7","195","9","44","81","25"
"06/27/2016","177","Ozone","Santa Clarita","06-037-6012","AQS","8","177","13","52","92","37"
"06/28/2016","133","Ozone","Glendora","06-037-0016","AQS","7","133","13","51","96","36"
"06/29/2016","210","Ozone","Santa Clarita","06-037-6012","AQS","7","210","6","52","80","36"
"06/30/2016","166","Ozone","Santa Clarita","06-037-6012","AQS","6","166","3","50","89","36"
"07/01/2016","105","Ozone","Santa Clarita","06-037-6012","AQS","5","105","1","48","88","21"
"07/02/2016","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","122","1","33","69","16"
"07/03/2016","84","Ozone","Glendora","06-037-0016","AQS","5","84","3","27","69","13"
"07/04/2016","90","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","90","4","42","79","16"
"07/05/2016","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","129","1","58","122","26"
"07/06/2016","136","Ozone","Lancaster-Division Street","06-037-9033","AQS","3","136","4","35","69","27"
"07/07/2016","126","Ozone","Lancaster-Division Street","06-037-9033","AQS","3","126","3","38","74","25"
"07/08/2016","126","Ozone","Santa Clarita","06-037-6012","AQS","5","126","4","41","76","26"
"07/09/2016","133","Ozone","Glendora","06-037-0016","AQS","5","133","4","37","69","27"
"07/10/2016","87","Ozone","Azusa","06-037-0002","AQS","5","87","3","40","70","24"
"07/11/2016","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","3","108","1","45","73","27"
"07/12/2016","133","Ozone","Santa Clarita","06-037-6012","AQS","3","133","1","47","82","28"
"07/13/2016","156","Ozone","Santa Clarita","06-037-6012","AQS","5","156","3","48","67","30"
"07/14/2016","156","Ozone","Glendora","06-037-0016","AQS","5","156","3","46","66","40"
"07/15/2016","126","Ozone","Santa Clarita","06-037-6012","AQS","5","126","6","44","75","29"
"07/16/2016","143","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","143","4","44","71","22"
"07/17/2016","133","Ozone","Lancaster-Division Street","06-037-9033","AQS","3","133","4","31","66","21"
"07/18/2016","115","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","115","3","33","67","34"
"07/19/2016","115","Ozone","Glendora","06-037-0016","AQS","6","115","4","36","60","40"
"07/20/2016","105","Ozone","Glendora","06-037-0016","AQS","8","105","10","31","67","49"
"07/21/2016","105","Ozone","Santa Clarita","06-037-6012","AQS","8","105","24","33","74","52"
"07/22/2016","169","Ozone","Glendora","06-037-0016","AQS","9","169","13","43","69","58"
"07/23/2016","201","PM2.5","Lebec","06-037-9034","AQS","9","182","3","60","201","44"
"07/24/2016","156","PM2.5","Lancaster-Division Street","06-037-9033","AQS","15","93","3","87","156","33"
"07/25/2016","134","PM2.5","Lancaster-Division Street","06-037-9033","AQS","17","90","11","65","134","30"
"07/26/2016","133","Ozone","Santa Clarita","06-037-6012","AQS","8","133","9","40","67","31"
"07/27/2016","112","Ozone","Lancaster-Division Street","06-037-9033","AQS","10","112","7","42","65","36"
"07/28/2016","172","Ozone","Santa Clarita","06-037-6012","AQS","6","172","1","44","70","31"
"07/29/2016","206","Ozone","Santa Clarita","06-037-6012","AQS","7","206","7","55","76","40"
"07/30/2016","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","122","4","95","91","24"
"07/31/2016","101","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","101","3","52","64","17"
"08/01/2016","105","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","105","4","32","65","30"
"08/02/2016","119","Ozone","Santa Clarita","06-037-6012","AQS","5","119","4","34","61","30"
"08/03/2016","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","122","3","36","65","27"
"08/04/2016","147","Ozone","Lancaster-Division Street","06-037-9033","AQS","6","147","3","37","75","28"
"08/05/2016","136","Ozone","Santa Clarita","06-037-6012","AQS","5","136","6","44","82","38"
"08/06/2016","140","Ozone","Santa Clarita","06-037-6012","AQS","5","140","3","35","71","21"
"08/07/2016","136","Ozone","Glendora","06-037-0016","AQS","5","136","1","34","74","16"
"08/08/2016","156","Ozone","Santa Clarita","06-037-6012","AQS","5","156","1","41","87","31"
"08/09/2016","129","Ozone","Santa Clarita","06-037-6012","AQS","5","129","3","37","82","27"
"08/10/2016","119","Ozone","Glendora","06-037-0016","AQS","5","119","4","41","74","30"
"08/11/2016","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","129","3","38","71","40"
"08/12/2016","77","Ozone","Glendora","06-037-0016","AQS","5","77","3","35","66","35"
"08/13/2016","136","Ozone","Glendora","06-037-0016","AQS","5","136","4","30","66","26"
"08/14/2016","172","Ozone","Glendora","06-037-0016","AQS","6","172","3","32","65","35"
"08/15/2016","112","Ozone","Pomona","06-037-1701","AQS","8","112","9","31","65","45"
"08/16/2016","97","Ozone","Santa Clarita","06-037-6012","AQS","8","97","7","55","63","50"
"08/17/2016","115","Ozone","Glendora","06-037-0016","AQS","9","115","9","31","68","53"
"08/18/2016","84","Ozone","Glendora","06-037-0016","AQS","9","84","13","40","67","41"
"08/19/2016","100","Ozone","Santa Clarita","06-037-6012","AQS","6","100","0","35","74","36"
"08/20/2016","71","PM2.5","Reseda","06-037-1201","AQS","6","51","3","30","71","25"
"08/21/2016","77","Ozone","Azusa","06-037-0002","AQS","6","77","7","31","69","26"
"08/22/2016","77","PM2.5","Reseda","06-037-1201","AQS","7","58","4","43","77","34"
"08/23/2016","122","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","122","3","41","75","42"
"08/24/2016","129","Ozone","Lancaster-Division Street","06-037-9033","AQS","8","129","3","44","77","36"
"08/25/2016","140","Ozone","Lancaster-Division Street","06-037-9033","AQS","7","140","1","44","81","30"
"08/26/2016","97","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","97","0","38","82","19"
"08/27/2016","108","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","108","1","38","81","24"
"08/28/2016","126","Ozone","Glendora","06-037-0016","AQS","6","126","4","35","78","22"
"08/29/2016","161","Ozone","Glendora","06-037-0016","AQS","9","161","3","47","84","45"
"08/30/2016","187","Ozone","Glendora","06-037-0016","AQS","8","187","3","51","84","42"
"08/31/2016","151","Ozone","Glendora","06-037-0016","AQS","7","151","6","51","81","40"
"09/01/2016","80","Ozone","Glendora","06-037-0016","AQS","9","80","1","51","73","35"
"09/02/2016","84","Ozone","Santa Clarita","06-037-6012","AQS","5","84","1","46","79","25"
"09/03/2016","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","3","87","3","32","67","14"
"09/04/2016","64","PM2.5","Reseda","06-037-1201","AQS","3","49","1","28","64","17"
"09/05/2016","70","PM2.5","Reseda","06-037-1201","AQS","5","67","1","33","70","18"
"09/06/2016","93","Ozone","Santa Clarita","06-037-6012","AQS","7","93","1","44","71","34"
"09/07/2016","129","Ozone","Santa Clarita","06-037-6012","AQS","7","129","1","45","80","38"
"09/08/2016","97","Ozone","Santa Clarita","06-037-6012","AQS","5","97","3","38","81","33"
"09/09/2016","87","Ozone","Lancaster-Division Street","06-037-9033","AQS","5","87","1","43","80","38"
"09/10/2016","108","Ozone","Glendora","06-037-0016","AQS","8","108","3","37","77","33"
"09/11/2016","69","PM2.5","Reseda","06-037-1201","AQS","6","64","3","30","69","28"
"09/12/2016","74","PM2.5","Reseda","06-037-1201","AQS","5","46","3","32","74","25"
"09/13/2016","55","PM2.5","Reseda","06-037-1201","AQS","5","43","1","20","55","36"
"09/14/2016","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","74","3","22","59","38"
"09/15/2016","84","Ozone","Santa Clarita","06-037-6012","AQS","11","84","7","36","65","38"
"09/16/2016","112","Ozone","Santa Clarita","06-037-6012","AQS","8","112","7","42","68","44"
"09/17/2016","126","Ozone","Santa Clarita","06-037-6012","AQS","8","126","4","40","74","38"
"09/18/2016","147","Ozone","Glendora","06-037-0016","AQS","11","147","4","27","75","44"
"09/19/2016","73","PM2.5","Reseda","06-037-1201","AQS","10","64","10","37","73","54"
"09/20/2016","71","Ozone","Lancaster-Division Street","06-037-9033","AQS","16","71","3","36","62","45"
"09/21/2016","84","Ozone","Lancaster-Division Street","06-037-9033","AQS","11","84","3","33","60","41"
"09/22/2016","77","PM10","Lancaster-Division Street","06-037-9033","AQS","5","44","1","77","66","31"
"09/23/2016","64","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","8","46","6","44","64","43"
"09/24/2016","80","Ozone","Glendora","06-037-0016","AQS","18","80","17","27","65","55"
"09/25/2016","112","Ozone","Glendora","06-037-0016","AQS","15","112","9","36","60","50"
"09/26/2016","64","Ozone","LAX Hastings","06-037-5005","AQS","16","64","3","24","55","62"
"09/27/2016","64","Ozone","Reseda","06-037-1201","AQS","14","64","6","52","59","56"
"09/28/2016","77","Ozone","Santa Clarita","06-037-6012","AQS","8","77","6","34","61","43"
"09/29/2016","97","Ozone","Reseda","06-037-1201","AQS","13","97","7","28","61","62"
"09/30/2016","71","Ozone","Reseda","06-037-1201","AQS","10","71","20","26","64","52"
"10/01/2016","67","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","10","51","1","31","67","34"
"10/02/2016","74","Ozone","Lancaster-Division Street","06-037-9033","AQS","9","74","1","30","68","26"
"10/03/2016","62","PM2.5","Long Beach-Route 710 Near Road","06-037-4008","AQS","10","47","1","48","62","42"
"10/04/2016","60","PM2.5","Reseda","06-037-1201","AQS","9","54","3","31","60","34"
"10/05/2016","61","Ozone","Santa Clarita","06-037-6012","AQS","9","61","1","42","59","43"
"10/06/2016","80","Ozone","Glendora","06-037-0016","AQS","14","80","6","35","62","58"
"10/07/2016","77","Ozone","Reseda","06-037-1201","AQS","20","77","7","27","75","72"
"10/08/2016","105","Ozone","Santa Clarita","06-037-6012","AQS","20","105","9","22","71","67"
"10/09/2016","108","Ozone","Glendora","06-037-0016","AQS","19","108","10","29","57","43"
"10/10/2016","63","NO2","Long Beach-Route 710 Near Road","06-037-4008","AQS","15","46","4","26","57","63"
"10/11/2016","64","PM2.5","Reseda","06-037-1201","AQS","8","44","1","32","64","40"
